"","ENTITYNAME","CIPCode","CIPTITLE","ROI_Report_Group","DegreeLevelId","DEGREE","years_after_completion","annual_earnings"
"3711","ALL","23.01","English Language and Literature, General.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"40677.85"
"3712","ALL","42.01","Psychology, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"43021.02"
"3713","ALL","44.05","Public Policy Analysis.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"67365"
"3714","ALL","30.19","Nutrition Sciences.","Arts, Humanities and Communication","61","Doctoral Degree",5,"95400"
"3715","ALL","15.04","Electromechanical Instrumentation and Maintenance Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"39511.5"
"3716","ALL","01.11","Plant Sciences.","Science, Technology, Engineering and Math","31","Master's Degree",5,"50309.34"
"3717","ALL","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"69866.990000000005"
"3718","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"45519.88"
"3719","ALL","15.06","Industrial Production Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"52184.52"
"3720","ALL","14.39","Geological/Geophysical Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"64101.68"
"3721","ALL","04.06","Landscape Architecture.","Science, Technology, Engineering and Math","31","Master's Degree",5,"51885.09"
"3722","ALL","45.06","Economics.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"78106.63"
"3723","ALL","13.99","Education, Other.","Education","21","Bachelor's Degree",5,"36661.129999999997"
"3724","ALL","54.01","History.","Arts, Humanities and Communication","31","Master's Degree",5,"48244.98"
"3725","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"47326.35"
"3726","ALL","16.09","Romance Languages, Literatures, and Linguistics.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44072.73"
"3727","ALL","14.19","Mechanical Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"94124.82"
"3728","ALL","45.09","International Relations and National Security Studies.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"61912.62"
"3729","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","01","Certificate(<1 year)",5,"42977.02"
"3730","ALL","03.05","Forestry.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"42506"
"3731","ALL","52.03","Accounting and Related Services.","Business","01","Certificate(<1 year)",5,"44466.66"
"3732","ALL","11.01","Computer and Information Sciences, General.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"48511.199999999997"
"3733","ALL","01.01","Agricultural Business and Management.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"52100.73"
"3734","ALL","15.01","Architectural Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"47101.56"
"3735","ALL","48.05","Precision Metal Working.","Trades","02","Certificate(>1 year)",5,"44069.33"
"3736","ALL","51.00","Health Services/Allied Health/Health Sciences, General.","Health","21","Bachelor's Degree",5,"43256.480000000003"
"3737","ALL","30.19","Nutrition Sciences.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"46997.69"
"3738","ALL","31.03","Parks, Recreation and Leisure Facilities Management.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"41336.83"
"3739","ALL","51.08","Allied Health and Medical Assisting Services.","Health","11","Associate of Applied Science",5,"38362.68"
"3740","ALL","51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","Health","01","Certificate(<1 year)",5,"43842.66"
"3741","ALL","13.06","Educational Assessment, Evaluation, and Research.","Education","61","Doctoral Degree",5,"84687.7"
"3742","ALL","52.12","Management Information Systems and Services.","Business","01","Certificate(<1 year)",5,"58521.21"
"3743","ALL","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"38670.449999999997"
"3744","ALL","15.01","Architectural Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"45297.64"
"3745","ALL","52.02","Business Administration, Management and Operations.","Business","01","Certificate(<1 year)",5,"51111.360000000001"
"3746","ALL","52.02","Business Administration, Management and Operations.","Business","11","Associate of Applied Science",5,"46431.07"
"3747","ALL","45.07","Geography and Cartography.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"44436.6"
"3748","ALL","09.04","Journalism.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"46464.21"
"3749","ALL","54.01","History.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"42672.15"
"3750","ALL","45.11","Sociology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"44415"
"3751","ALL","52.09","Hospitality Administration/Management.","Business","02","Certificate(>1 year)",5,"24682.98"
"3752","ALL","46.02","Carpenters.","Trades","01","Certificate(<1 year)",5,"50780.52"
"3753","ALL","51.18","Ophthalmic and Optometric Support Services and Allied Professions.","Health","11","Associate of Applied Science",5,"44808.66"
"3754","ALL","44.05","Public Policy Analysis.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"39758.949999999997"
"3755","ALL","14.25","Petroleum Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"321624"
"3756","ALL","50.05","Drama/Theatre Arts and Stagecraft.","Arts, Humanities and Communication","11","Associate of Applied Science",5,"26367.119999999999"
"3757","ALL","15.12","Computer Engineering Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"66478.23"
"3758","ALL","52.12","Management Information Systems and Services.","Business","31","Master's Degree",5,"114581.52"
"3759","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","12","Associate of General Studies",5,"34288.019999999997"
"3760","ALL","14.03","Agricultural Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"67770.83"
"3761","ALL","39.06","Theological and Ministerial Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"45662.34"
"3762","ALL","09.07","Radio, Television, and Digital Communication.","Arts, Humanities and Communication","31","Master's Degree",5,"78498.720000000001"
"3763","ALL","25.03","Library and Archives Assisting.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",5,"26738.46"
"3764","ALL","26.99","Biological and Biomedical Sciences, Other.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"52481.93"
"3765","ALL","11.08","Computer Software and Media Applications.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"67326.16"
"3766","ALL","13.99","Education, Other.","Education","61","Doctoral Degree",5,"49762.04"
"3767","ALL","51.25","Veterinary Biomedical and Clinical Sciences.","Health","61","Doctoral Degree",5,"106058.24000000001"
"3768","ALL","22.02","Legal Research and Advanced Professional Studies.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"72721.95"
"3769","ALL","40.04","Atmospheric Sciences and Meteorology.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"69154.09"
"3770","ALL","26.05","Microbiological Sciences and Immunology.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"48715.8"
"3771","ALL","49.01","Air Transportation.","Trades","21","Bachelor's Degree",5,"59826.06"
"3772","ALL","51.07","Health and Medical Administrative Services.","Health","11","Associate of Applied Science",5,"39299"
"3773","ALL","13.11","Student Counseling and Personnel Services.","Education","31","Master's Degree",5,"49395.47"
"3774","ALL","45.04","Criminology.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"48019.08"
"3775","ALL","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","02","Certificate(>1 year)",5,"35827.1"
"3776","ALL","13.03","Curriculum and Instruction.","Education","61","Doctoral Degree",5,"72136.509999999995"
"3777","ALL","03.02","Natural Resources Management and Policy.","Science, Technology, Engineering and Math","31","Master's Degree",5,"63342.99"
"3778","ALL","14.10","Electrical, Electronics and Communications Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"114237.45"
"3779","ALL","14.14","Environmental/Environmental Health Engineering.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"61261.2"
"3780","ALL","03.01","Natural Resources Conservation and Research.","Science, Technology, Engineering and Math","31","Master's Degree",5,"64092"
"3781","ALL","51.31","Dietetics and Clinical Nutrition Services.","Health","21","Bachelor's Degree",5,"45643.53"
"3782","ALL","01.06","Applied Horticulture and Horticultural Business Services.","Science, Technology, Engineering and Math","21","Bachelor's Degree",5,"42428.82"
"3783","ALL","15.05","Environmental Control Technologies/Technicians.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"47654.720000000001"
"3784","ALL","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","02","Certificate(>1 year)",5,"53545.8"
"3785","ALL","44.00","Human Services, General.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"42763.86"
"3786","ALL","14.08","Civil Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"78134.039999999994"
"3787","ALL","19.07","Human Development, Family Studies, and Related Services.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"42103.95"
"3788","ALL","14.27","Systems Engineering.","Science, Technology, Engineering and Math","61","Doctoral Degree",5,"96493.34"
"3789","ALL","52.16","Taxation.","Business","31","Master's Degree",5,"84651.93"
"3790","ALL","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"43199.91"
"3791","ALL","51.23","Rehabilitation and Therapeutic Professions.","Health","21","Bachelor's Degree",5,"30899.11"
"3792","ALL","13.09","Social and Philosophical Foundations of Education.","Education","61","Doctoral Degree",5,"79996.41"
"3793","ALL","11.09","Computer Systems Networking and Telecommunications.","Science, Technology, Engineering and Math","01","Certificate(<1 year)",5,"53091.16"
"3794","ALL","15.15","Engineering-Related Fields.","Science, Technology, Engineering and Math","31","Master's Degree",5,"86511.43"
"3795","ALL","14.14","Environmental/Environmental Health Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"77297.27"
"3796","ALL","14.02","Aerospace, Aeronautical and Astronautical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"95717.7"
"3797","ALL","22.03","Legal Support Services.","Social and Behavioral Sciences and Human Services","11","Associate of Applied Science",5,"47106.400000000001"
"3798","ALL","14.19","Mechanical Engineering.","Science, Technology, Engineering and Math","31","Master's Degree",5,"88007.63"
"3799","ALL","31.05","Health and Physical Education/Fitness.","Social and Behavioral Sciences and Human Services","31","Master's Degree",5,"55739.57"
"3800","ALL","45.06","Economics.","Social and Behavioral Sciences and Human Services","21","Bachelor's Degree",5,"57184.88"
"3801","ALL","09.01","Communication and Media Studies.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"47015.45"
"3802","ALL","","ALL","ALL","02","Certificate(>1 year)",5,"47760.3"
"3803","ALL","","ALL","ALL","21","Bachelor's Degree",5,"49350.66"
"3804","ALL","52.99","Business, Management, Marketing, and Related Support Services, Other.","Business","21","Bachelor's Degree",5,"62320.15"
"3805","ALL","52.11","International Business.","Business","31","Master's Degree",5,"76289.100000000006"
"3806","ALL","15.00","Engineering Technology, General.","Science, Technology, Engineering and Math","11","Associate of Applied Science",5,"45952.06"
"3807","ALL","24.01","Liberal Arts and Sciences, General Studies and Humanities.","Arts, Humanities and Communication","31","Master's Degree",5,"52194.87"
"3808","ALL","52.10","Human Resources Management and Services.","Business","21","Bachelor's Degree",5,"63642.06"
"3809","ALL","51.02","Communication Disorders Sciences and Services.","Health","31","Master's Degree",5,"51441.66"
"3810","ALL","50.04","Design and Applied Arts.","Arts, Humanities and Communication","21","Bachelor's Degree",5,"44942"
"3811","ALL","04.02","Architecture.","Science, Technology, Engineering and Math","31","Master's Degree",5,"59153.88"
